"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"EHD3",7.030425172,7.120563587,6.976918752,7.064292797,7.241595,7.07441368,6.994700739,7.163515771,7.278620525,7.000646675,6.870707211,7.066128641,6.395199661,6.824392619,6.664244423,5.957922993,6.29653322,6.358891168
"ANTXR1",6.536324724,6.579910656,6.595467265,6.634019835,6.772554474,6.555255629,6.478899274,6.651562918,6.72414928,6.328318953,6.302869978,6.531451473,5.75698092,5.901658514,5.770106551,5.337780573,5.803750341,5.642576435
"GMCL1",7.128133702,6.839421419,7.462644805,6.995937119,7.562544058,6.953422439,6.784334306,7.307405346,7.503768215,7.211908913,7.222236873,7.431991886,5.897866473,6.494949106,6.398842594,6.377005337,6.422709355,5.691660079
"RNU2-63P",5.897770943,5.5147511,5.699863519,5.85413598,5.950634381,5.52654548,5.858082126,5.819934717,5.705194933,6.172672268,5.907649978,5.764203047,4.883765599,5.160733217,4.90911079,4.442568496,4.445493893,4.708808636
"MGAT5",8.623384274,8.466714242,8.481025497,8.597760477,8.374460742,8.67917007,8.414136484,8.614782368,8.596318509,8.575548661,8.557585218,8.168590333,7.720932188,7.751106302,7.631836925,7.548758674,7.319930194,7.379635473
"RNA5SP109",4.117025845,4.255811014,4.421711529,3.937027293,4.287995847,3.981657631,3.919208265,4.240283739,4.53540158,4.512590211,4.752794812,4.450862127,3.501556571,3.346447446,3.441067187,3.111967889,3.348986476,3.312207752
"FAM114A1",7.190880503,7.079081895,7.137141134,7.166795309,7.35656602,7.195069217,6.992475856,7.208035843,7.267034748,7.016495731,7.018859112,6.958465095,6.226923219,6.557645173,6.553331752,6.468965594,6.612782681,6.215418355
"DANCR",6.794357033,6.702769676,6.616776661,6.797472776,6.610641026,6.936959216,6.593554946,6.791250051,6.473080094,6.811453151,6.746812755,6.308319438,6.124597668,5.969530227,5.953283722,5.557413282,5.794544845,5.991703197
"MIR4449",6.794357033,6.702769676,6.616776661,6.797472776,6.610641026,6.936959216,6.593554946,6.791250051,6.473080094,6.811453151,6.746812755,6.308319438,6.124597668,5.969530227,5.953283722,5.557413282,5.794544845,5.991703197
"RAD18",7.464133073,7.088484501,7.57601657,7.267720634,7.970841171,7.216253148,6.877659547,7.227988925,7.675795969,7.087614662,7.069952579,7.08949384,6.644683465,7.27637921,6.786131742,6.673829023,6.702178144,6.146285412
"KCNS3",5.93077011,6.246375046,6.007889667,5.925058887,5.694881524,5.917255933,5.944795227,6.351248334,5.662015199,5.7830119,5.607682538,5.332111818,4.907728305,5.576185688,5.2729409,4.775260058,4.876509836,4.914410023
"BTD",6.391980943,6.291223119,6.303289083,6.297942807,6.400224257,6.510227593,6.18358225,6.401883075,6.265946413,6.098266762,6.141701159,5.962833233,5.515708888,5.603352882,5.69134416,5.495108217,5.387691374,5.553033315
"ZNF512",6.321752658,6.206083372,5.967863697,6.312916373,6.427661439,6.26741288,6.136403728,6.414916561,6.281042132,6.389121333,6.350211557,6.25828732,5.687285611,5.713064198,5.712938659,5.539027917,5.600673756,5.467818128
"AC074091.2",6.321752658,6.206083372,5.967863697,6.312916373,6.427661439,6.26741288,6.136403728,6.414916561,6.281042132,6.389121333,6.350211557,6.25828732,5.687285611,5.713064198,5.712938659,5.539027917,5.600673756,5.467818128
"PEBP1P2",8.801093724,8.688136366,8.223390141,8.912316305,8.275868406,8.797662126,8.755233078,8.83944666,8.084447893,8.916813256,8.689293879,7.992747547,7.634953845,7.602936846,7.284087909,6.72841863,7.253576966,7.519123075
"RETSAT",8.801093724,8.688136366,8.223390141,8.912316305,8.275868406,8.797662126,8.755233078,8.83944666,8.084447893,8.916813256,8.689293879,7.992747547,7.634953845,7.602936846,7.284087909,6.72841863,7.253576966,7.519123075
"AC079447.1",5.672939235,5.590819788,5.542156584,5.726207122,5.747843638,5.676459935,5.513602845,5.724032545,5.863808739,5.76335208,5.700156956,5.719051217,5.137045689,5.261869432,5.082459864,4.917651951,4.842661138,4.887127725
"C2orf15",5.672939235,5.590819788,5.542156584,5.726207122,5.747843638,5.676459935,5.513602845,5.724032545,5.863808739,5.76335208,5.700156956,5.719051217,5.137045689,5.261869432,5.082459864,4.917651951,4.842661138,4.887127725
"ALG1L2",5.357109528,4.933974588,5.161225103,4.962940387,5.090641872,5.113308488,4.699967874,4.983757325,5.390107923,5.158770815,5.385802938,5.143919296,3.887650179,4.670042058,4.094761925,4.285683254,4.037759758,4.320975538
"AC093001.1",6.261724902,6.207462112,6.03659903,5.970535331,6.418064951,6.173464845,6.045349111,6.286292277,5.189781911,5.515558528,5.696643995,5.446875121,5.208625243,5.018446612,4.907320601,4.899803829,4.949719298,5.066983687
"IDH1",7.779970747,7.521728697,7.556458478,7.700227257,7.469402976,7.705999623,7.644416151,7.75701489,7.501573757,7.729631792,7.72393415,7.436762032,6.557408476,6.533072988,6.713000885,6.656095866,6.22166729,6.198706002
"LANCL1",6.742682688,6.557700049,6.739775626,6.749289405,6.769614258,6.786328437,6.651780051,6.818297046,6.889413031,6.893383419,6.888038643,6.790500113,5.891753723,5.948919702,5.910422487,5.672723454,5.873848316,5.791846325
"PECR",6.404368419,6.2158306,6.377912176,6.240068573,6.373356444,6.330901531,6.218882197,6.382816234,6.324129494,6.275108468,6.254796223,6.205157818,5.629410009,5.655613513,5.644912164,5.463805165,5.567176229,5.392117732
"IGFBP5",9.019729335,9.387838373,8.890984852,9.182736872,8.83722692,9.522513999,8.970855294,9.047894074,8.675105293,8.851627045,8.868786141,8.520163663,8.016159784,8.322309025,8.211003463,7.895711461,8.00357273,8.564489878
"ABCB6",7.252711525,7.322784656,6.710959549,7.192416534,6.667523397,7.427481799,7.16979775,7.125265842,6.708170562,6.985160482,6.922182256,6.392261025,6.347964487,6.063056839,6.143959271,6.397080154,6.009807785,6.428801791
"AC068946.2",7.252711525,7.322784656,6.710959549,7.192416534,6.667523397,7.427481799,7.16979775,7.125265842,6.708170562,6.985160482,6.922182256,6.392261025,6.347964487,6.063056839,6.143959271,6.397080154,6.009807785,6.428801791
"EFHD1",9.694738329,9.664608801,9.291957532,9.643460512,9.191503203,9.646704542,9.691234745,9.490137421,9.185975945,9.45997144,9.424521772,8.837532171,8.769840799,8.732840181,8.72449611,8.389726604,8.448938333,8.954219343
"G3BP2",5.84363224,5.87167164,5.970442449,5.86603145,6.065449411,6.00311854,5.481431956,5.733786938,5.727921049,5.819917865,5.796341907,5.585992691,5.123642964,5.408666871,5.290236729,4.527387144,5.30286439,4.866846914
"GPX8",5.189319391,4.731769815,5.411265233,4.999279948,5.305695131,4.911454837,4.805361681,5.12204484,5.472024791,5.20678531,5.148804062,5.257561565,3.903770557,4.124792305,4.164444295,3.774366291,4.006871,3.606147901
"AC010420.1",5.659181002,5.335499844,5.672841123,5.482700707,5.559526853,5.542288114,5.216101134,5.640812215,5.564634092,5.319568406,5.154829213,5.315012203,5.032997214,4.773778838,4.271089233,4.280374746,4.661184631,4.303298527
"AC112206.2",5.460745266,5.387324918,5.833732427,5.340439046,5.660478922,5.330641426,5.227099064,5.669662948,5.460097979,5.17956815,5.454910129,5.438262052,4.856577022,5.131631709,4.945089038,4.488418679,4.673741295,4.51142212
"AC022107.1",6.151504091,5.701314142,6.061960867,5.869895288,6.441572949,6.02929435,5.70719601,6.207340553,6.050201203,5.95404551,6.108551006,5.87192629,5.675579235,5.869814398,5.380141949,5.052910208,5.311095608,5.549029074
"SLC39A8",6.891226989,6.692242795,6.873615514,6.790928405,6.918728972,6.734771063,6.712410288,6.751187302,6.903769391,7.090277324,7.002083697,6.798786962,6.047880382,6.120993697,6.155329027,6.192817083,5.916990555,5.808365602
"TET2",9.68027539,9.612730224,10.22730566,9.731140307,10.1896945,9.682312468,9.614957597,9.733730764,10.19335716,9.576654594,9.476365339,9.942315805,8.882348844,9.304435041,9.254422186,8.677260884,9.417466564,9.059748278
"NBPF22P",5.971432725,5.834753846,5.721532098,5.970795126,6.046742068,5.846298933,5.838594187,5.973422264,5.857546264,5.555790922,5.682474194,5.633964567,5.183650593,5.255956118,5.061809959,5.33839407,4.933538091,5.017920947
"PLA2G12A",6.848680605,6.766228245,6.512224379,6.627383732,6.916915498,6.525343028,6.451319039,6.807909736,6.770912497,6.295659734,6.041142616,6.775906748,5.568518343,6.265269839,5.820266258,5.568751002,5.366087436,5.342350713
"PPIP5K2",6.534531363,6.226082078,6.895450031,6.466509878,7.203687194,6.283059394,6.161911519,6.619970162,7.171241851,6.58261833,6.580227753,7.011854272,5.332118481,5.925470696,5.858972767,5.506391459,5.83754769,4.942759438
"HSD17B4",8.049234357,7.786773533,7.843251158,7.974521515,7.996814257,7.897147174,7.9171862,7.952671478,8.064285182,8.065013301,8.04008185,7.875883375,7.011441495,7.142129078,7.016450594,7.123172058,6.936899521,6.740372346
"MSMO1",8.185511443,7.937442842,7.978692114,8.090786746,8.370436153,8.158577819,8.014227752,8.103818889,8.235402513,8.117703671,8.009822643,8.093470564,7.19278925,7.444619407,7.329174634,7.12496882,7.264332884,7.265793242
"PCDHB2",6.549751831,6.376330235,6.650860338,6.637178895,6.307319631,6.362048168,6.290462585,6.521076043,6.272443996,6.208901606,6.156170551,6.081399587,5.324512946,5.435021936,5.672654999,5.380180829,5.41508442,5.381668228
"PCDHB3",7.656177534,7.669471633,7.585885154,7.60480127,7.774020427,7.811625095,7.203919067,7.529346697,7.602983218,7.291943595,7.267333535,7.54526964,5.765392478,6.465703233,5.90811862,5.60146885,5.858441323,5.8225437
"PCDHB4",6.294058481,6.151979354,6.48136045,6.388669572,6.345159865,6.544119659,5.891426392,6.23963885,6.441586656,6.155431959,6.237525657,5.896252841,5.166999387,5.560678025,5.179648438,5.152679015,5.45605107,5.420501989
"PCDHB5",5.879108345,5.963702821,6.138190927,6.085035645,5.920324763,5.739291842,5.715163056,5.82832722,5.940965844,5.836083757,5.885265045,5.910615785,5.267087832,5.459685606,5.434102171,5.094511344,4.804437116,5.362208125
"PCDHB8",7.361048933,7.00910276,7.732528753,7.149008217,7.323987206,7.027312533,7.002453959,7.103117,7.423746441,6.797431835,6.783868694,7.198356247,5.762800371,6.132545783,6.174203343,5.586442367,6.306557753,6.073514914
"PCDHB9",6.215200386,6.237214107,6.335507506,6.368726675,6.40073336,6.305478064,6.110297236,6.209090353,6.459245686,6.246148542,6.231977281,6.250815024,5.331674898,5.188508722,5.558734223,5.335504101,5.486775572,5.552366059
"PCDHB12",5.915719729,5.701122332,5.902129343,5.801461714,6.211010179,5.80435053,5.565933528,5.983124222,6.092561831,5.841615978,5.766495366,5.952602416,5.058112847,5.405635278,5.251734509,5.113167655,5.24160608,5.024632695
"GPX3",6.557508385,6.729782286,6.626552902,6.80878012,6.552057315,6.699218933,6.747606121,6.621115628,6.680102495,6.395255153,6.127691153,6.162381617,5.891535133,5.990171398,6.145902505,5.615458208,5.824034924,6.135434824
"GM2A",6.035364083,6.103954528,6.000821773,6.069827574,5.855917291,6.108678208,6.033604634,6.003379882,5.811993961,5.918341215,5.894661632,5.693136538,5.236091797,5.151000619,4.902732468,4.994009169,4.985657163,5.215240907
"CCNG1",7.971012401,7.666425773,7.904965928,7.896948558,8.27336483,7.765168994,7.724142543,7.964460417,8.119102952,7.682959941,7.585607809,7.959118906,6.084923198,6.602452679,6.663088725,6.553115444,6.759957709,6.242582251
"AC008663.1",8.598721096,8.559671843,9.092036973,8.742585879,9.076993693,8.712354716,8.576945391,8.701440757,8.955297347,8.683878157,8.638877715,8.692061026,6.987105539,7.751479124,7.651174953,6.101312019,6.895343797,6.770121547
"AC008663.2",4.742675089,4.687920077,5.437908614,4.716133425,5.372714102,4.763746532,4.871489061,4.85544339,5.449000144,4.865104612,5.009368637,5.47895227,4.500950172,4.835623308,4.795534682,3.969589975,4.29528564,3.904827466
"AC138965.2",5.692568508,5.555247494,5.428915656,5.502904339,5.905579334,5.527269024,5.615625152,5.701558441,5.965611068,5.438092552,5.252951487,5.91239974,5.219547319,5.797121747,5.404985367,4.872935763,4.517226321,4.847259139
"SIMC1",7.9426947,7.883309637,7.992739295,8.053106284,8.249826456,7.925444355,7.732047623,7.999809176,8.069365891,7.903919224,7.807166124,7.729850804,7.056323481,7.311965547,7.51139059,7.013570648,7.25454129,7.096475686
"AC139795.1",7.9426947,7.883309637,7.992739295,8.053106284,8.249826456,7.925444355,7.732047623,7.999809176,8.069365891,7.903919224,7.807166124,7.729850804,7.056323481,7.311965547,7.51139059,7.013570648,7.25454129,7.096475686
"ATAT1",7.049854575,7.128820646,7.425654771,7.140953813,7.508042379,7.155061654,6.992616909,7.170071579,7.453438008,7.015002182,6.931897695,7.014078125,6.369556111,6.947857871,6.853966284,5.991296216,6.513347562,6.266516938
"HSPA1A",10.72711529,10.72592152,10.2182361,10.73046517,10.0692746,10.82168536,10.61946732,10.64965609,10.1548115,10.775626,10.77558814,10.02873879,9.668361742,9.43421372,9.468609812,9.546328983,9.248743973,9.908593825
"HSPA1B",10.72711529,10.72592152,10.2182361,10.73046517,10.0692746,10.82168536,10.61946732,10.64965609,10.1548115,10.775626,10.77558814,10.02873879,9.668361742,9.43421372,9.468609812,9.546328983,9.248743973,9.908593825
"PPT2",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"EGFL8",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"DXO",7.052036147,6.916354233,6.504243861,6.858427539,6.353573476,7.053913105,6.600614234,6.70030877,6.187605144,6.74949123,6.624181662,5.916478505,6.134689211,5.909289348,6.095803553,5.337941344,5.615138279,6.149887556
"AL845464.1",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"AL662828.1",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"PRKAR2B",7.440817939,7.21919225,7.736408183,7.333052709,7.619611699,7.297199387,7.17000736,7.447018466,7.766925736,7.220322241,7.270878104,7.39787063,6.346294997,6.785512912,6.601197414,6.717703758,6.656131714,6.12600552
"TTYH3",8.11556922,8.352412937,7.738273103,8.286814134,7.591195298,8.292691648,8.224345652,8.082759488,7.683392545,7.913984978,7.863022107,7.480814472,7.486860744,7.210412413,6.998978369,7.0054864,6.971428811,7.407020421
"NQO2",7.292913386,7.22697463,7.202427812,7.293405614,7.341718552,7.362631329,7.134243308,7.188757943,7.081665665,7.090737248,7.07446854,6.864070744,6.532565874,6.50211909,6.333783399,6.4899166,6.428249442,6.504938207
"RNF5P1",9.000364188,9.107063251,8.30212018,9.226915346,8.595137521,8.972787481,8.91956671,8.846131277,8.495809603,8.866444386,8.708159859,8.279647917,8.16396358,8.299972221,8.207546879,7.833155073,8.043984721,8.465583043
"ALDH5A1",7.005789397,7.114598989,6.557593236,7.251175042,6.441864073,7.16306658,7.027908549,7.241212935,6.333426351,7.281659483,6.925083166,6.578321062,6.185313727,5.515660143,5.903231841,5.988075357,5.682190007,6.126224411
"AL513548.1",6.504583204,6.235333359,6.930508735,6.428929286,6.514614268,6.812631274,5.865985036,6.019985156,6.346068228,6.069047628,6.22471001,6.19931091,5.281953992,5.534397402,6.033012679,5.43202416,5.900604004,5.902472665
"ADCY1",8.67848078,8.641187535,8.176036396,8.67269321,8.133568568,8.694340299,8.571458442,8.525348814,8.322046641,8.65662371,8.616073735,8.108344598,7.033393392,6.695060054,6.794312349,6.935374172,6.572678622,6.892337884
"PPT2-EGFL8",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
